"","bhk","rent","size","floor","area_type","city","furnishing_status","tenant_preferred","bathroom","point_of_contact","total_floor"
"2418",1,20000,75,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2419",2,7500,450,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2420",2,9000,445,4,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2422",3,50000,1670,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4
"2423",1,13000,550,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2424",1,12000,350,4,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2425",2,16000,650,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2426",2,13000,70,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2427",2,29000,100,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2428",3,18000,800,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2429",2,8500,60,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2430",3,27000,2000,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2431",2,18000,600,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2432",1,11500,450,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",4
"2434",2,15500,600,1,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",4
"2435",4,55000,2000,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2436",2,20000,800,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2437",3,35000,170,4,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2438",2,38000,150,0,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2439",2,16000,650,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2440",3,50000,1250,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2441",1,9500,600,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2443",1,10000,450,3,"Super Area","Delhi","Unfurnished","Bachelors",1,"Contact Owner",4
"2444",2,25000,100,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",4
"2445",1,30000,650,3,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2446",2,12000,48,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2447",2,16500,550,4,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2448",1,4500,240,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2449",2,30000,700,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",3
"2450",1,12000,48,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2451",2,23000,100,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2453",1,5500,50,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2454",3,35000,1300,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2455",2,9000,145,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2456",2,22000,800,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent",3
"2457",3,35000,1100,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",4,"Contact Owner",3
"2458",1,12000,450,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2459",2,6000,300,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2460",2,22000,1040,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Owner",2
"2461",1,5000,25,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"2462",2,20500,900,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",9
"2463",2,7500,1100,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2464",2,5500,380,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"2465",3,25000,450,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",2
"2466",1,13000,550,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2467",1,5000,180,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2468",3,40000,1650,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2469",1,12500,250,1,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2470",1,6000,400,0,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"2471",2,15500,900,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",3
"2473",3,36000,892,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2474",1,13000,400,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2475",3,45000,100,1,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",2
"2476",2,2000,60,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"2477",2,28000,80,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2478",2,9000,450,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2479",1,12000,520,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2480",1,13000,350,1,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2481",2,11000,600,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",3
"2482",3,35000,950,1,"Carpet Area","Delhi","Furnished","Bachelors",2,"Contact Agent",4
"2483",2,10000,450,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2484",1,20000,450,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Agent",4
"2485",2,25000,850,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2486",1,8000,200,3,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2488",3,36000,1500,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Owner",3
"2489",2,12000,700,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2490",1,8500,530,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2491",3,17000,800,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2492",1,7500,45,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2493",1,16000,900,3,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2494",1,9000,450,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2495",2,8000,650,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2496",2,45000,900,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2497",2,27000,900,4,"Carpet Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2498",2,14000,120,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2499",2,14000,600,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2500",2,14000,615,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2501",1,7500,225,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2502",1,10000,800,1,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Owner",4
"2503",1,7000,400,4,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",4
"2504",1,25000,800,4,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",5
"2505",2,9000,60,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2506",3,22000,1000,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",24
"2507",3,10000,75,4,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"2508",3,11000,800,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2509",1,12500,200,3,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",3
"2510",3,15000,800,2,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",4
"2511",2,35000,80,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2512",2,35000,900,2,"Super Area","Delhi","Unfurnished","Family",2,"Contact Owner",4
"2513",2,52000,1125,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",5
"2514",3,15000,900,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2515",2,32000,1100,3,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",3
"2516",1,11500,400,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2517",3,45000,713,1,"Carpet Area","Delhi","Furnished","Bachelors/Family",3,"Contact Owner",1
"2518",2,16000,700,4,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2519",2,20000,1000,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2520",1,7000,54,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2522",1,15000,200,4,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2523",2,22000,800,3,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",3
"2524",2,32000,1000,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2525",2,20000,500,4,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",4
"2526",1,35000,300,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2527",2,35000,900,0,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2528",3,65000,240,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent",4
"2529",2,15000,650,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2530",3,12000,950,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Owner",5
"2531",1,8000,500,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2532",1,11000,500,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"2533",2,12000,450,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2535",2,24000,150,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2536",1,20000,400,3,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",4
"2537",3,16000,100,3,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2538",1,15000,400,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2539",2,28500,900,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2540",3,30000,1350,1,"Super Area","Delhi","Semi-Furnished","Family",3,"Contact Owner",7
"2541",1,16000,500,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2543",1,11000,400,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2544",2,21000,110,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"2545",3,10500,1200,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2546",2,15000,50,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2547",3,16000,100,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",3
"2548",2,45000,1000,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",3
"2549",1,6000,63,4,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2550",3,40000,1800,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2551",2,36000,1440,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",3
"2552",2,12000,55,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2553",3,45000,1500,1,"Carpet Area","Delhi","Unfurnished","Bachelors",3,"Contact Owner",12
"2554",2,20000,400,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2555",3,10000,100,1,"Carpet Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2556",2,5000,500,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2557",2,8000,100,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2558",2,13000,455,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2559",2,15000,80,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2560",2,7500,450,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2561",1,6000,400,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"2563",2,12000,700,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2564",2,10000,600,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2565",2,10000,800,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2566",2,12000,950,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2567",2,15000,450,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2568",1,10000,450,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2569",2,12000,68,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"2570",2,14500,850,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2571",2,18500,1000,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2572",1,24000,600,4,"Carpet Area","Delhi","Furnished","Bachelors",1,"Contact Agent",4
"2573",2,11000,65,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2574",3,52000,1700,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",1
"2576",2,12000,1000,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2577",2,22000,900,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2579",2,20000,75,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2580",3,45000,200,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2581",1,8000,200,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2582",1,8000,200,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2583",2,9500,450,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2584",2,25000,750,1,"Carpet Area","Delhi","Furnished","Bachelors",2,"Contact Agent",4
"2585",2,12000,400,1,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2586",2,24000,84,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2587",2,27000,90,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2588",2,18000,90,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2589",2,17000,500,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2590",2,15000,75,4,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",5
"2591",1,13000,512,1,"Carpet Area","Delhi","Furnished","Bachelors/Family",1,"Contact Agent",3
"2593",1,14000,446,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2594",3,32000,1100,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2595",1,4000,125,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2597",3,20000,1300,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2598",3,30000,2000,7,"Super Area","Delhi","Semi-Furnished","Family",2,"Contact Owner",10
"2600",3,19500,125,1,"Super Area","Delhi","Unfurnished","Bachelors",2,"Contact Owner",4
"2601",2,18000,730,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",3
"2602",2,25000,160,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2603",2,18000,1000,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"2604",1,10000,450,1,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2605",2,12000,75,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2606",3,25000,2000,1,"Super Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",3
"2607",4,40000,2400,4,"Super Area","Delhi","Unfurnished","Bachelors",3,"Contact Agent",4
"2608",2,30000,1800,0,"Super Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",2
"2609",3,29000,1800,0,"Super Area","Delhi","Unfurnished","Family",3,"Contact Agent",3
"2610",3,35000,2200,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent",4
"2611",3,21000,2200,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",2
"2612",3,31000,900,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2613",2,8000,75,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2614",2,15500,75,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2615",3,32000,1800,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2616",3,30000,160,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2617",4,42000,2700,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",4,"Contact Agent",4
"2618",3,20500,1050,3,"Carpet Area","Delhi","Furnished","Bachelors/Family",2,"Contact Agent",4
"2619",3,60000,1800,2,"Super Area","Delhi","Furnished","Bachelors/Family",3,"Contact Owner",3
"2621",1,16000,499,2,"Carpet Area","Delhi","Semi-Furnished","Family",1,"Contact Owner",3
"2622",1,8500,450,3,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Agent",4
"2623",1,14000,60,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2625",2,8000,130,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2626",3,12500,650,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2627",2,14000,100,3,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2628",2,6000,45,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2629",2,10000,600,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2630",3,15000,800,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2631",3,8000,1500,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Owner",1
"2632",1,10000,30,1,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2633",1,8500,55,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2634",2,25000,900,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2635",2,13000,1000,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2636",1,6000,360,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2637",1,7000,450,1,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2638",2,22000,900,4,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5
"2639",2,40000,1100,2,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2640",2,22000,700,0,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",2
"2641",1,4500,400,1,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"2642",3,15000,950,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2644",2,23000,950,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",3
"2645",3,45000,1100,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2646",1,15000,497,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2647",3,13000,100,3,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2648",2,10000,70,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2649",2,10000,55,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2650",1,6500,300,4,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",5
"2651",1,7000,400,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Owner",4
"2652",2,7000,500,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2653",4,17401,650,4,"Super Area","Delhi","Furnished","Bachelors/Family",2,"Contact Owner",4
"2654",1,5500,630,0,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",2
"2655",1,20000,450,1,"Super Area","Delhi","Unfurnished","Family",1,"Contact Owner",3
"2656",2,7000,500,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"2658",2,13000,95,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2659",4,60000,272,0,"Carpet Area","Delhi","Furnished","Bachelors",3,"Contact Agent",4
"2660",2,17000,800,2,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2661",2,16000,50,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"2662",1,9500,400,2,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",4
"2663",1,5000,450,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"2664",3,27000,1800,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2665",3,29000,1800,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2666",3,29000,2000,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2667",4,37000,2700,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",4,"Contact Agent",3
"2668",4,36000,2700,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",3
"2669",3,35000,1800,4,"Carpet Area","Delhi","Semi-Furnished","Bachelors",3,"Contact Agent",4
"2670",4,42000,2700,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors",4,"Contact Agent",4
"2671",3,37000,1800,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2672",3,30000,1800,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",3
"2673",3,20000,1200,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2674",1,8500,600,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors",1,"Contact Owner",4
"2675",1,11000,350,2,"Super Area","Delhi","Furnished","Bachelors/Family",1,"Contact Owner",5
"2676",2,14000,100,2,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2677",3,55000,1800,1,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",3,"Contact Agent",3
"2678",2,25000,900,3,"Carpet Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2679",3,20500,1150,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Agent",4
"2680",4,28000,1400,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2681",1,5000,500,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"2682",4,35000,300,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2683",3,30000,1800,2,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",3,"Contact Agent",4
"2684",1,10000,500,3,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",4
"2685",1,11000,500,0,"Super Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"2686",2,17000,80,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",4
"2687",2,35000,1000,2,"Super Area","Delhi","Semi-Furnished","Bachelors",2,"Contact Agent",4
"2688",3,30000,1600,6,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",10
"2689",4,30000,1800,6,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",4,"Contact Owner",8
"2690",2,13000,400,0,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Agent",4
"2691",2,13000,900,0,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2692",1,11000,480,4,"Carpet Area","Delhi","Unfurnished","Bachelors/Family",1,"Contact Agent",5
"2693",1,13000,180,2,"Carpet Area","Delhi","Unfurnished","Bachelors",1,"Contact Owner",2
"2694",2,33000,1000,1,"Carpet Area","Delhi","Unfurnished","Bachelors",2,"Contact Agent",3
"2695",3,25000,1120,2,"Super Area","Delhi","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"2697",3,30000,1200,1,"Carpet Area","Delhi","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"2698",1,9000,550,1,"Super Area","Delhi","Semi-Furnished","Bachelors/Family",1,"Contact Agent",4
"2699",2,14500,1400,3,"Super Area","Delhi","Unfurnished","Bachelors",1,"Contact Owner",4
